Gene1,Gene2,PartialCor
C4orf34,VHL,0.22979
C4orf34,VPS41,0.2699
C5orf28,C6orf170,0.05023
C5orf28,C8orf45,0.24297
C5orf28,CRCP,0.15213
C6orf170,FAM153B,0.24326
C6orf170,LOC728105,0.20628
C6orf170,PCDHB9,0.33167
C6orf170,ZNF557,0.27164
C6orf61,DENND4C,0.19226
C6orf61,NLRP3,0.14331
C6orf61,SGK3,0.15307
C8orf45,C9orf80,0.40395
C9orf80,CAPS2,0.08674
C9orf80,CCDC125,0.09472
C9orf80,CRCP,0.23298
C9orf80,CREB1,-0.08149
C9orf80,ZNF430,0.46497
CAPS2,SC4MOL,0.15865
CATSPER2,CCBE1,0.54169
CCBE1,CCDC125,0.12445
CCBE1,CD84,0.04432
CCBE1,CDKN2AIPNL,0.32007
CCBE1,CREB1,0.154
CCDC125,CPPED1,0.07389
CCDC125,GLIPR1,-0.13953
CCL20,IER3,0.16025
CCL20,PGA3,0.06641
CCL20,SNORD3D,0.08057
CCNB1IP1,DDX19A,0.13245
CCNB1IP1,EPSTI1,-0.23604
CCNB1IP1,LYRM7,0.1029
CCNB1IP1,RINL,0.07252
CCNB1IP1,TNK2,-0.13709
CCNB1IP1,ZNF763,0.18278
CCR6,CDAN1,0.07629
CCR6,FAM115A,0.21205
CCR6,GJC1,0.2599
CCR6,ITIH5,0.33432
CCR6,RN7SL1,0.21433
CD68,COPZ1,-0.1373
CD68,CYP27A1,0.00073
CD68,OSCAR,0.11979
CD68,ZYX,0.26828
CD72,CRTC3,-0.07679
CD72,LEF1,-0.06869
CD72,SLAMF6,0.45204
CD84,SLAMF6,0.00575
CDAN1,CDKN2AIPNL,0.22313
CDAN1,CRCP,0.11909
CDAN1,DAPP1,0.10544
CDAN1,DCLRE1C,-0.09399
CDK5RAP2,NUP107,0.1117
CDK5RAP2,SLC3A2,0.00074
CDK5RAP2,YEATS4,-0.13857
CDKN2AIPNL,CHRNA5,0.04999
CEACAM1,HIST1H2BD,0.23173
CEACAM1,IL12RB1,0.09022
CEACAM1,SLAMF7,0.11126
CHRNA5,CREB1,0.05456
CHRNA5,FAM63A,0.38555
CHRNA5,HSPC268,0.38783
CHRNA5,QRFPR,0.34132
CHRNA5,ZNF69,0.22383
CHST12,DDX19A,0.19518
CHST12,EPSTI1,0.15806
CHST12,NBPF8,-0.123
CHST12,TNK2,0.11749
CNN2,IMPDH1,0.1181
COPZ1,CRCP,-0.10332
COPZ1,EPSTI1,-0.11521
COPZ1,NCAPD2,0.11659
COPZ1,PRPF8,0.16571
COPZ1,SMC4,-0.10418
COPZ1,TLK1,-0.23582
COPZ1,TMBIM4,-0.09168
COPZ1,YEATS4,-0.05046
COPZ1,ZNF845,-0.12059
COX15,COX16,0.1804
COX19,DENND4C,0.18425
COX19,ENHO,0.10078
COX19,FAM63A,-0.22522
COX19,FLJ38717,0.13753
COX19,GIMAP1,-0.08138
COX19,LOC728457,0.23088
COX19,PHRF1,0.11234
COX19,SLAMF7,-0.06545
COX19,SORL1,0.06856
COX19,STAG3L3,0.16994
COX19,ZNF701,-0.19045
COX6A1,HSBP1,0.12347
COX6A1,LOC728054,-0.11545
COX6A1,NBPF8,-0.05125
COX6A1,NLRP3,-0.14518
COX6A1,SNX17,0.26172
COX6A1,SSSCA1,0.02667
COX6A1,VHL,-0.00016
COX6A1,ZNF131,-0.02035
CPPED1,DEM1,0.21612
CPPED1,DUSP19,-0.09335
CPPED1,FCGR3A,0.20342
CPPED1,LGALS3,0.21396
CPPED1,NUP107,-0.11126
CPPED1,PHRF1,-0.17708
CPPED1,STAG3L3,-0.18622
CRCP,DUXAP3,0.23939
CRCP,EID2B,-0.03124
CRCP,FLJ44124,0.27666
CREB1,DDX51,0.31391
CREB1,DUSP19,0.49034
CREB1,DUXAP3,-0.06433
CREB1,EID2B,0.26039
CREB1,KLHL28,0.09062
CRTC3,GIMAP1,-0.11145
CRTC3,GLTSCR1,0.21605
CRTC3,IL12RB1,-0.15406
CRTC3,SLC3A2,0.12421
CRTC3,STK24,0.21218
CRTC3,TLK1,0.02789
CYP27A1,NLRP3,0.11489
CYP27A1,SLC3A2,-2e-05
CYP27A1,SORL1,0.14628
DAPP1,DDX51,0.09137
DAPP1,DOPEY2,0.13991
DAPP1,FAM63A,-0.06905
DAPP1,FCAR,-0.05876
DAPP1,FKTN,0.2898
DAPP1,TNFSF14,0.33094
DAPP1,ZNF845,0.12101
DCLRE1C,DDX19A,0.24532
DCLRE1C,DENND4C,0.16769
DCLRE1C,MBD4,0.23639
DCLRE1C,NFIL3,-0.11848
DCLRE1C,RINL,0.17181
DCLRE1C,SMC4,0.14772
DCLRE1C,STAG3L3,0.08597
DDX19A,DENND4C,0.16558
DDX19A,LOC728457,-0.16761
DDX19A,POLR3A,0.08332
DDX19A,SLC3A2,0.17667
DDX19A,VHL,0.1877
DDX19A,ZNF763,0.18794
DDX51,DEM1,0.28508
DDX51,YEATS4,-0.14764
DEM1,DENND4C,0.07194
DEM1,DUXAP3,0.23608
DEM1,FKBP14,0.44445
DEM1,KLHL8,-0.08562
DENND4C,GLTSCR1,0.1661
DENND4C,POLR3A,0.1561
DENND4C,TRIM56,0.21392
DENND4C,ZNF845,0.15881
DLEU2,MAFF,-0.14796
DLEU2,RUNDC2B,0.13527
DOPEY2,DUXAP3,0.08445
DOPEY2,PCYOX1,0.12156
DOPEY2,SGK3,0.14572
DOPEY2,SORL1,0.17142
DOPEY2,STK24,-0.17473
DSN1,DUSP19,0.0655
DUSP19,DUXAP3,0.0912
DUSP19,EID2B,0.26543
DUSP19,FAM115A,-0.08346
DUSP19,FAM153B,-0.04117
DUXAP3,FAM115A,0.57203
EID2B,ENHO,0.04169
EID2B,EVI5L,-0.04073
EID2B,FAM119A,0.3348
ENHO,ZYX,0.11129
EPSTI1,ICMT,-0.05048
EPSTI1,IL12RB1,0.24445
EPSTI1,NOD1,0.14821
EPSTI1,SLAMF7,0.32919
EPSTI1,SORL1,-0.20801
EVI5L,SSSCA1,0.16597
EVI5L,ZNF777,0.33759
FAM102A,LEF1,0.39307
FAM102A,PHF1,0.07244
FAM115A,FAM119A,0.24498
FAM115A,MTMR12,-0.09923
FAM119A,FAM175A,0.55904
FAM153B,FAM40B,0.22281
FAM153B,PLA2G2D,0.2968
FAM175A,FAM63A,0.09851
FAM175A,FAM73A,0.4092
FAM177A1,FARSLB,0.22517
FAM177A1,ITIH5,0.22228
FAM177A1,KIAA0101,0.18023
FAM177A1,PLA2G2D,-0.0663
FAM40B,FAM73A,0.24078
FAM40B,FDXACB1,0.04862
FAM40B,ICA1,0.18408
FAM40B,SLC4A5,0.32132
FAM40B,ZNF786,0.15222
FAM63A,FCAR,0.11103
FAM63A,FKBP1P1,0.08723
FAM63A,FLJ38717,-0.09105
FAM63A,GSDM1,-0.06594
FAM63A,LRRFIP1,0.11866
FAM63A,TBC1D9,0.11122
FAM73A,FARSLB,0.07531
FARSLB,FHIT,-0.09838
FARSLB,FKTN,0.40475
FARSLB,GABPB2,0.15543
FCAR,FCGR3A,0.19946
FCAR,FKBP14,0.18136
FCAR,FKBP1P1,0.1118
FCAR,FUT6,0.1958
FCAR,GNB4,0.21706
FCAR,MBTD1,0.18613
FCAR,MCF2L2,0.05231
FCAR,SEMA3E,0.36388
FCF1,HSBP1,0.16177
FCF1,PRPF8,-0.20329
FCF1,RELB,-0.25925
FCF1,SGK3,0.14716
FCF1,TAF13,0.20647
FCGR3A,GIMAP1,2e-05
FCGR3A,TIPRL,0.17187
FDXACB1,FHIT,0.0608
FDXACB1,FLJ40453,0.08052
FDXACB1,GGA1,-0.09499
FDXACB1,GSDM1,-3e-05
FDXACB1,IL10,0.10739
FDXACB1,KILLIN,0.39096
FGFBP2,HIST1H2BD,-0.11147
FGFBP2,ITK,0.3383
FGFBP2,KIR2DL3,0.40657
FGFBP2,SLAMF6,0.23039
FKBP14,FLJ46309,0.20481
FKBP14,HNRNPU,0.34086
FKBP14,ZNF131,0.16611
FKBP1P1,GABPB2,-0.06422
FKBP1P1,PHAX,0.19779
FKTN,FLJ44124,0.20806
FKTN,GIMAP1,0.08996
FLJ38717,GIMAP1,-0.10292
FLJ38717,ISG20L2,0.11964
FLJ38717,JARID2,-0.13104
FLJ38717,LGALS3,-0.04373
FLJ38717,LOC100130229,0.11269
FLJ38717,LOC100134868,0.24231
FLJ38717,NBPF8,-0.00022
FLJ38717,SPTLC1,-0.11138
FLJ38717,SSSCA1,-0.1644
FLJ40453,LOC100132620,0.26191
FLJ44124,FLJ46309,0.15381
FLJ44124,GABPB2,0.18447
FLJ44124,KIAA0101,-0.08958
FLJ44124,LOC202781,0.33392
FLJ46309,FOXD4L4,0.11006
FLJ46309,GABPB2,0.10273
FLJ46309,GGA1,0.24052
FUT6,GCLM,0.23521
FUT6,MBOAT2,0.28648
GABPB2,GJC1,0.38227
GABPB2,GSDM1,0.07701
GALNT6,GNB4,0.11613
GALNT6,ISG20L2,0.14313
GALNT6,RINL,0.2676
GCLM,GDPD1,0.19251
GCLM,LOC440157,0.22887
GCLM,TPM4,0.23692
GDPD1,HNRNPU,0.04563
GDPD1,LOC100131452,0.19874
GDPD1,LOC440157,0.11397
GDPD1,PHAX,0.16619
GDPD1,RASSF6,0.17396
GGA1,GNB4,3e-05
GGA1,GSDM1,-0.05358
GGA1,KIAA0101,0.17799
GGA1,RRP7B,0.73334
GGA1,TNFSF15,-0.06125
GIMAP1,GLTSCR1,-0.19025
GIMAP1,GNB4,-0.1506
GIMAP1,GSDM1,0.04652
GIMAP1,GTF2IRD2B,-0.12644
GIMAP1,HNRPR,-0.32096
GIMAP1,JARID2,-0.09136
GIMAP1,LGALS3,0.22031
GIMAP1,LOC644642,0.11865
GIMAP1,NBPF8,0.15082
GIMAP1,PHRF1,0.20089
GIMAP1,TBC1D9,0.25315
GIMAP1,TRIM56,0.17492
GJC1,GNB4,0.05446
GJC1,HFE,-0.04018
GJC1,HIATL2,0.18994
GJC1,IL18,0.18584
GJC1,LOC642947,0.47745
GLIPR1,IMPDH1,0.04298
GLIPR1,MAFF,-0.17103
GLIPR1,PION,-0.20038
GLIPR1,RELB,-0.10618
GLIPR1,SGK3,0.20172
GLIPR1,TLK1,-0.12746
GLIPR1,TMBIM4,0.17298
GLIPR1,ZNF845,0.0762
GLTSCR1,GNB4,-0.08211
GLTSCR1,GSDM1,0.05796
GLTSCR1,ISG20L2,-0.13696
GLTSCR1,LOC728457,0.20105
GLTSCR1,LYRM7,-0.16774
GLTSCR1,MTMR12,0.19082
GLTSCR1,PHRF1,8e-05
GLTSCR1,RELB,0.17083
GLTSCR1,SORL1,0.17935
GLTSCR1,TNK2,0.17064
GLTSCR1,YEATS4,-0.13532
GNB4,PCYOX1,0.26326
GNB4,PLEKHB2,0.26155
GSDM1,GSR,0.0613
GSDM1,GTF2IRD2B,0.0525
GSDM1,HCG2P7,-0.04625
GSDM1,HFE,0.05449
GSDM1,KILLIN,0.37297
GSDM1,LILRB3,0.07179
GSDM1,PPID,0.6049
GSDM1,SNRNP48,-0.04974
GSR,LOC100132620,0.15413
GSTTP2,HNRNPU,0.16634
GSTTP2,MGC12760,0.26881
GTF2IRD2B,HIST1H2BD,-0.12335
GTF2IRD2B,SC4MOL,0.20538
GTF2IRD2B,SSSCA1,0.19891
H6PD,LGMN,0.19808
H6PD,TPM3,0.18008
HCG2P7,HIATL2,0.36204
HCG2P7,HSPC268,0.14909
HCG2P7,IL10,-0.10008
HCG2P7,KIAA0101,0.21712
HCG2P7,LOC100130053,-0.03929
HCG2P7,LOC202781,-0.06022
HCG2P7,LOC642947,-0.13638
HCG2P7,LOC731789,-0.08243
HFE,MTMR12,0.1638
HIATL2,HNRNPU,0.15344
HIATL2,HSD17B7,0.46595
HIST1H2BD,KIR2DL3,0.25002
HIST1H2BD,SLAMF7,0.27438
HIST1H2BD,SLC47A1,0.17725
HNRNPU,HSPC268,0.15581
HNRNPU,KIAA0101,-0.19728
HNRNPU,ZNF483,0.26751
HNRPR,NBPF8,0.3134
HNRPR,SGK3,0.2657
HNRPR,WDR48,0.06378
HSBP1,IL12RB1,0.16641
HSBP1,SLC3A2,0.22175
HSBP1,UBE2E2,0.21273
HSBP1,ZNF845,0.00627
HSD17B7,HSPC268,0.14072
HSD17B7,IL10,0.16872
HSD17B7,KLHL28,-0.11514
HSPC268,ICMT,-0.06266
HSPC268,IMPDH1,-0.03076
HSPC268,KCNH6,0.19495
HSPC268,LOC100130835,0.2286
ICA1,IL10,0.23094
ICA1,SLC4A5,0.34561
ICMT,IMPDH1,0.1457
IER3,JARID2,0.13676
IER3,PHRF1,0.05651
IER3,TIPRL,-0.22057
IFT88,JARID2,0.14835
IL10,IL18,0.29277
IL10,LGALS3,0.10092
IL10,LOC100130053,0.39876
IL12RB1,JARID2,-0.09393
IL12RB1,KIR2DL3,0.10774
IL12RB1,MEFV,0.08349
IL12RB1,SNX15,0.17272
IL18,IMPACT,-0.09301
IL18,ITIH5,0.07754
IL18,LOC100130053,0.00164
IL32,ITK,0.17115
IL32,KIR2DL3,0.24605
IMPDH1,LOC401357,0.18362
IMPDH1,NBPF8,-0.17239
IMPDH1,PION,-0.22546
IMPDH1,SLC3A2,0.16062
IMPDH1,YEATS4,-0.11543
ISG20L2,PLEKHB2,0.26548
ISG20L2,POLR3A,0.26273
ISG20L2,RAG1AP1,-0.13553
ISG20L2,SGK3,0.15616
ITIH5,LILRB3,0.13937
ITIH5,LOC100130835,-0.15446
ITK,LEF1,0.67741
JARID2,NLRP3,0.28451
JARID2,POLR3A,-0.15494
JARID2,SLC3A2,0.09683
JARID2,SNX17,-0.09534
JARID2,TBC1D15,0.17419
JARID2,ZNF777,-0.18027
JARID2,ZNF845,0.12993
KCNH6,KIAA0101,0.19786
KCNH6,KIAA1751,0.42767
KCNH6,LGALS3,-0.24563
KCNMB4,NLRP3,-0.12591
KIAA0101,KLHL8,0.05188
KIAA0101,LILRB3,0.23673
KIAA0101,LOC100132540,-0.05457
KIAA0101,LOC202781,-0.11055
KIAA0101,MAFF,-0.0574
KIAA0101,MGC16703,0.11342
KIAA0101,PDCD7,0.21347
KIAA0101,ZNF786,-0.08468
KIAA1751,KLHL28,0.14852
KIAA1751,LGALS3,0.27968
KIAA1751,LMOD3,0.39551
KILLIN,LGMN,-0.03705
KILLIN,LMOD3,-0.08116
KILLIN,LOC100132727,0.06622
KILLIN,LOC399900,-0.06849
KILLIN,LOC641522,0.26756
KILLIN,LOC644019,0.20291
KLHL28,LIN52,0.15283
KLHL28,LOC100130835,0.2146
KLHL28,LYZ,-0.18548
KLHL28,MBTD1,0.13606
KLHL28,MCF2L2,0.16105
KLHL28,TNFSF15,0.25409
KLHL8,LGALS3,-0.12287
KLHL8,LIN52,0.10534
KLHL8,NCAPD2,5e-05
KLHL8,PHRF1,0.15045
KLHL8,RAB27A,0.12132
KLHL8,SNORD3C,0.05731
KLHL8,ZNF652,0.20627
LEF1,SLAMF6,0.18519
LEMD3,SMC4,0.23095
LGALS3,LILRB3,0.07425
LGALS3,LOC100128098,0.12908
LGALS3,LOC100130229,-0.24633
LGALS3,LOC643882,0.06865
LGALS3,LOC729603,-0.14507
LGALS3,LOC730313,0.11577
LGALS3,LYZ,0.0683
LGALS3,MFSD11,0.09246
LGALS3,NBPF8,0.09906
LGALS3,NLRP3,-0.08216
LGALS3,PTPLAD2,0.28225
LGALS3,SNORD3D,0.07927
LGMN,LOC100132540,0.21309
LGMN,LOC100132870,0.19145
LGMN,LOC728054,0.27301
LGMN,PODXL,0.23564
LGMN,SLC30A6,0.27746
LILRB3,LMOD3,0.08882
LMOD3,LOC100128098,0.3281
LMOD3,LOC100128126,0.2387
LMOD3,LOC100130229,0.26187
LMOD3,STAG3L3,0.10959
LOC100128098,LOC100128288,0.15262
LOC100128098,LOC100129211,0.3746
LOC100128098,LYZ,0.10187
LOC100128126,PHAX,0.307
LOC100128288,LOC100129211,0.0778
LOC100128288,LOC100129269,0.27727
LOC100128460,LOC100129211,0.06779
LOC100128460,ZNF557,0.19709
LOC100129211,LOC100129269,0.07538
LOC100129211,LOC100132391,0.37797
LOC100129211,LOC100132585,0.22524
LOC100129269,LOC100130229,0.1585
LOC100129269,LOC100130835,0.24155
LOC100130053,LOC100130229,0.13713
LOC100130053,LOC100131850,0.10123
LOC100130053,LOC100132727,0.34455
LOC100130053,LOC202781,0.15959
LOC100130053,LOC728457,0.12241
LOC100130229,LOC644852,0.00048
LOC100130229,MCM8,0.10668
LOC100130276,LOC100131452,0.18507
LOC100130276,PCDHB9,0.20382
LOC100130835,LOC100131850,0.08802
LOC100130835,LOC100132391,0.15589
LOC100130835,MCM8,-0.06784
LOC100131452,LOC100131850,0.16672
LOC100132391,LOC100132585,0.26061
LOC100132540,LOC100132620,0.30405
LOC100132585,LOC100132727,0.0578
LOC100132585,LOC100134868,0.193
LOC100132585,LOC123688,0.09399
LOC100132585,LOC644852,0.22092
LOC100132585,LOC728903,0.38206
LOC100132585,LOC729439,-0.06859
LOC100132620,LOC100190938,-0.03993
LOC100132620,PPIL3,0.17926
LOC100132620,TPM3,0.36107
LOC100132727,LOC100134868,0.2024
LOC100132727,LOC202781,0.021
LOC100132870,NBPF8,0.10516
LOC100134868,LOC202781,0.16519
LOC100190938,LOC202781,0.08818
LOC100190938,LOC255167,0.50501
LOC100190938,LOC399900,0.41115
LOC123688,MBTD1,0.14644
LOC202781,LOC255167,0.16342
LOC202781,LOC440157,0.08283
LOC202781,LYZ,0.04929
