Gene1,Gene2,PartialCor
AIRE,VHL,-0.06395
AIRE,YEATS4,-0.04343
AIRE,ZNF682,0.1103
AKR1D1,B3GNT5,-0.13453
AKR1D1,BFAR,-0.17807
AKR1D1,CDAN1,0.13099
AKR1D1,CHRNA5,-0.08525
AKR1D1,KCNH6,0.21487
AKR1D1,LOC100132727,0.09051
AKR1D1,LOC100134229,0.05133
AKR1D1,LOC729603,0.16202
AKR1D1,RPL7L1,0.25511
AKR1D1,SPC24,0.17366
AKR1D1,TPM4,-0.12832
ALPP,AMFR,-0.10468
ALPP,AMOTL2,0.0668
ALPP,ANKRD30B,0.10024
ALPP,C15orf63,0.07787
ALPP,HSD17B7,0.22468
ALPP,KCNH6,0.07454
ALPP,LOC100132727,0.17821
ALPP,LOC646996,0.36066
ALPP,MBD4,0.15051
ALPP,OCIAD1,0.20441
ALPP,PIP5K2B,0.17479
ALPP,PPA2,0.18184
ALPP,ZNF738,0.14391
ALPP,ZNF786,0.10227
AMFR,LOC100131452,0.19502
AMFR,NLRP3,0.14529
AMFR,RELB,-0.18156
AMFR,SGK3,0.1197
AMOTL2,WDR74,0.21178
ANAPC5,BTBD2,0.16588
ANAPC5,C4orf34,0.13492
ANAPC5,CCNB1IP1,0.26067
ANAPC5,COPZ1,0.17977
ANAPC5,FGFBP2,0.07843
ANAPC5,FOXD4L4,-0.12179
ANAPC5,GIMAP1,-0.15742
ANAPC5,GSR,-0.13372
ANAPC5,MT1G,-0.1376
ANAPC5,RAB3IP,0.11688
ANAPC5,SNX17,0.19936
ANAPC5,SORL1,0.18129
ANAPC5,TNFRSF10B,0.11265
ANKRD30B,BLZF1,0.15006
ANKRD30B,C21orf55,0.26749
ANKRD30B,LOC653086,0.28681
APOBEC3D,IMPDH1,0.13966
APOBEC3D,SC4MOL,0.16482
APOBEC3D,SRGAP1,-0.22622
ARSG,NCAPD2,0.13634
ARSG,SORL1,0.25974
ARSG,STK24,0.25041
ARSG,TAF11,-0.11108
ARSG,TPM3,-0.09556
B3GNT5,BLZF1,0.11183
B3GNT5,C19orf31,-0.09214
B3GNT5,CAPS2,-0.0955
B3GNT5,CCL20,0.14974
B3GNT5,CD72,-0.0799
B3GNT5,CHST12,-0.09067
B3GNT5,COX6A1,-0.06434
B3GNT5,CPPED1,0.17701
B3GNT5,CREB1,-0.12483
B3GNT5,CRTC3,-0.13426
B3GNT5,GLTSCR1,-0.1027
B3GNT5,HNRPR,-0.23588
B3GNT5,IMPDH1,-0.08017
B3GNT5,LGALS3,0.24833
B3GNT5,MFSD11,0.1083
B3GNT5,NBPF8,0.15697
B3GNT5,NUP107,-0.08753
B3GNT5,PHRF1,-0.16597
B3GNT5,SSSCA1,-0.07435
B3GNT5,TIPRL,0.13631
B3GNT5,TLK1,0.21579
B3GNT5,TNK2,-0.07946
B3GNT5,ZNF701,0.10763
B3GNT5,ZNF738,0.15797
B3GNT5,ZNF845,-0.05961
BATF3,CYP27A1,-0.18516
BATF3,EPSTI1,0.2409
BATF3,IL12RB1,0.20557
BATF3,NOD1,0.1532
BATF3,PHF1,-0.16672
BATF3,SLAMF7,0.06403
BATF3,TNFSF14,-0.21008
BCYRN1,BLZF1,0.054
BCYRN1,LOC100130053,0.18612
BCYRN1,LOC100131850,0.25434
BCYRN1,LOC100134868,0.25561
BCYRN1,LOC123688,0.1309
BCYRN1,STK24,-0.10928
BCYRN1,ZNF786,0.13678
BFAR,C1orf210,-0.13207
BFAR,C4orf34,-0.08579
BFAR,GTF2IRD2B,-0.20234
BFAR,HSBP1,-0.06906
BFAR,ISG20L2,0.16237
BFAR,NFIL3,-0.14581
BFAR,PHRF1,0.15653
BFAR,PLEKHB2,0.08048
BFAR,SGK3,-0.12107
BFAR,SLC35E3,0.14006
BFAR,TNK2,-0.15761
BFAR,VHL,0.13108
BFAR,YRDC,0.14532
BIRC3,CCL20,0.2475
BIRC3,COPZ1,-0.23193
BIRC3,IL10,0.17393
BIRC3,LOC643509,0.11626
BIRC3,LYRM7,0.12255
BIRC3,NLRP3,0.12379
BIRC3,PCYOX1,-0.16448
BIRC3,RELB,-0.07589
BIRC3,RRP7B,0.12889
BIRC3,SNORD3D,0.05801
BIRC3,SNX15,-0.17545
BIRC3,SPC24,0.10458
BIRC3,TNFRSF10B,0.08911
BIRC3,TPM4,-0.13287
BIRC3,YRDC,0.10004
BLZF1,BMS1P5,0.16784
BLZF1,C21orf55,0.06322
BLZF1,CCDC125,0.44579
BLZF1,CREB1,-0.13282
BLZF1,DAPP1,0.27903
BLZF1,ZNF14,0.26913
BMS1P5,C15orf63,0.13947
BMS1P5,C3orf34,0.20906
BMS1P5,HCG2P7,0.2632
BMS1P5,LOC100128288,0.34371
BTBD2,CBR3,-0.15623
BTBD2,GIMAP1,0.18128
BTBD2,IMPDH1,0.19029
BTBD2,SLC3A2,-0.21806
BTBD2,STK24,0.11119
BTBD2,TNK2,0.11525
BTBD2,TRIM56,-0.21062
BTBD2,WNT5A,-0.16405
BTBD2,ZYX,0.15081
C11orf63,C12orf43,0.08739
C11orf63,C6orf170,0.26116
C11orf63,LOC100130276,0.23894
C11orf63,RASSF6,0.14813
C11orf63,TNFSF15,0.17335
C11orf63,ZNF557,0.27076
C12orf43,EPSTI1,-0.1094
C12orf43,FAM102A,0.09462
C12orf43,ISG20L2,0.22579
C12orf43,LEMD3,0.14321
C12orf43,LGALS3,0.1152
C12orf43,LOC123688,-0.09994
C12orf43,NLRP3,-0.13883
C12orf43,SC4MOL,-0.13587
C12orf43,TAF13,-0.08286
C12orf43,TNK2,-0.15312
C12orf43,TRIM56,0.19566
C12orf43,ZNF845,0.15953
C15orf63,C21orf24,0.32008
C15orf63,LOC729603,0.22495
C15orf63,TMEM17,0.38009
C19orf12,C1orf210,0.09689
C19orf12,COX16,0.10399
C19orf12,LGMN,0.21429
C19orf12,LOC100132540,0.32208
C19orf12,PRO1853,-0.10515
C19orf12,SNRNP48,0.09784
C19orf12,TNFRSF10B,-0.18963
C19orf12,TRIM34,0.25317
C19orf31,CCNB1IP1,-0.09734
C19orf31,FAM177A1,0.14355
C19orf31,IER3,0.21434
C19orf31,ITIH5,0.36133
C19orf31,LOC729439,0.22229
C19orf31,RN7SL1,0.14563
C1orf151,C1orf210,0.00041
C1orf151,FAM153B,0.06644
C1orf151,FLJ40453,0.21561
C1orf151,LOC100132620,0.12185
C1orf151,MTMR12,0.11018
C1orf151,PPFIBP1,0.17116
C1orf151,TAF11,0.14761
C1orf210,FDXACB1,0.22287
C1orf210,PPFIBP1,0.25338
C1orf210,ZNF765,0.23091
C1QA,GNB4,0.11841
C1QA,KCNMB4,0.13085
C1QA,LYRM7,-0.18834
C1QA,OSCAR,0.21837
C1QA,PRO1853,0.10417
C1QA,PRPF8,-0.10611
C1QA,YRDC,-0.19246
C21orf24,LOC284821,0.12825
C21orf24,POFUT1,0.479
C21orf55,C8orf45,0.3053
C21orf55,CDAN1,0.25629
C21orf55,CHRNA5,-0.08764
C21orf55,GTF2IRD2B,-0.08111
C21orf55,PDE4C,0.36936
C3orf34,C4orf34,0.04352
C3orf34,C8orf45,0.14255
C3orf34,CATSPER2,0.14165
C3orf34,CHRNA5,0.10611
C3orf34,DAPP1,-0.0823
C3orf34,DUSP19,0.14309
C3orf34,LRRFIP1,0.29817
C3orf34,SEMA3E,0.22511
C3orf34,ZMAT3,0.28003
C4orf34,CDK5RAP2,0.07136
C4orf34,JARID2,-0.14891
C4orf34,KLHL8,0.24285
C4orf34,LYRM7,0.06395
C4orf34,PCYOX1,0.36842
C4orf34,PION,-0.08371
C4orf34,SGK3,0.20101
C4orf34,TPM4,-0.16681
C4orf34,VPS41,0.25338
C5orf28,C6orf170,0.06014
C5orf28,C8orf45,0.15349
C5orf28,CRCP,0.34759
C6orf170,CAPS2,0.19379
C6orf170,FAM153B,0.29265
C6orf170,LOC644642,0.21051
C6orf170,LOC728105,0.30989
C6orf61,GLTSCR1,0.14914
C6orf61,HNRPR,0.12298
C6orf61,IFT88,0.2306
C6orf61,MTMR12,0.11397
C6orf61,NOD1,-0.09977
C6orf61,ZNF845,0.1217
C8orf45,C9orf80,0.14141
C8orf45,CATSPER2,0.08762
C9orf116,SLC3A2,0.10877
C9orf80,CAPS2,0.12925
C9orf80,CCDC125,0.20891
C9orf80,CRCP,0.2371
C9orf80,CREB1,-0.05272
C9orf80,LOC729603,0.20267
C9orf80,ZNF430,0.20229
CAPS2,FOXD4L4,0.13916
CAPS2,GTF2IRD2B,0.12157
CAPS2,LEF1,-0.10785
CAPS2,LOC284821,0.23217
CAPS2,LOC441087,0.19064
CAPS2,NCAPD2,-0.19056
CAPS2,SC4MOL,0.12762
CATSPER2,CCBE1,0.40551
CBR3,COX6A1,0.14818
CBR3,EPSTI1,0.15418
CBR3,SLC4A5,-0.06613
CCBE1,CCDC125,0.2759
CCBE1,CDKN2AIPNL,0.08771
CCBE1,CREB1,0.26042
CCDC125,CDAN1,0.14146
CCDC125,KIAA0101,-0.17649
CCL20,CNN2,-0.14908
CCL20,CPPED1,-0.1726
CCL20,EVI5L,-0.12131
CCL20,FAM177A1,-0.11877
CCL20,IER3,5e-05
CCL20,NLRP3,0.17422
CCL20,PGA3,-0.08392
CCNB1IP1,CD68,-0.10284
CCNB1IP1,CDK5RAP2,-0.15154
CCNB1IP1,DDX19A,0.12876
CCNB1IP1,DLEU2,-0.13076
CCNB1IP1,IL18,0.17242
CCNB1IP1,LYRM7,0.19106
CCNB1IP1,RINL,0.26658
CCNB1IP1,TPM3,-0.09118
CCNB1IP1,ZHX2,-0.19427
CCNB1IP1,ZNF763,0.13695
CCR6,CDAN1,0.14818
CCR6,FAM115A,0.17889
CCR6,FAM177A1,0.11546
CCR6,GJC1,0.26067
CCR6,ITIH5,0.2145
CCR6,MSH3,0.14362
CCR6,TIPRL,-0.09459
CCR6,ZNF430,0.28305
CD68,CYP27A1,0.21499
CD68,LOC729090,0.09774
CD68,LYRM7,-0.18428
CD68,NUP107,-0.17322
CD68,ZNF557,-0.10959
CD68,ZNF652,0.15263
CD68,ZYX,0.11131
CD72,CNN2,0.21975
CD72,EPSTI1,0.15083
CD72,GCLM,-0.24647
CD72,HIST1H2BD,0.2032
CD72,HSBP1,0.16502
CD72,NLRP3,0.15207
CD72,TBC1D15,0.19074
CD72,TLK1,-0.13192
CD72,ZNF786,0.08016
CD84,DDX19A,0.15111
CD84,DENND4C,0.12766
CD84,ITK,-0.16815
CD84,PLEKHB2,0.20909
CD84,SLAMF6,0.38378
CD84,SMC4,-0.11648
CDAN1,CRCP,0.11761
CDAN1,DAPP1,0.12199
CDK5RAP2,CYP27A1,0.13121
CDK5RAP2,GCLM,0.13397
CDK5RAP2,GSR,0.10754
CDK5RAP2,IL18,-0.09234
CDK5RAP2,PRPF8,0.18119
CDK5RAP2,SC4MOL,0.12162
CDK5RAP2,SGK3,0.11923
CDK5RAP2,SLC3A2,0.20495
CDK5RAP2,SPINK1,0.12411
CDK5RAP2,TLK1,0.17511
CDKN2AIPNL,CHRNA5,0.0737
CDKN2AIPNL,DDX51,0.32527
CDKN2AIPNL,FAM63A,-0.11155
CDKN2AIPNL,LOC729090,0.35526
CEACAM1,LEF1,0.07966
CHRNA5,CREB1,0.07355
CHRNA5,FAM63A,0.62294
CHRNA5,HSPC268,0.26765
CHRNA5,QRFPR,0.27136
CHRNA5,TP53BP2,0.05914
CHRNA5,ZNF69,0.06896
CHST12,FGFBP2,0.14959
CHST12,IL32,0.15811
CHST12,LOC100130229,0.15914
CHST12,SLAMF6,0.16769
CHST12,TNFRSF10B,-0.16612
CHST12,TNK2,0.13094
CHST12,ZC3HAV1L,-0.12375
CNN2,DDX19A,-0.17881
CNN2,IMPDH1,0.14419
CNN2,LOC100128086,-0.21207
CNN2,ZYX,0.1592
COPZ1,CRCP,-0.06412
COPZ1,EPSTI1,-0.06219
COPZ1,FCGR3A,-0.23586
COPZ1,GALNT6,-0.18199
COPZ1,NLRP3,0.25007
COPZ1,PLIN5,-0.14109
COPZ1,PRPF8,0.19956
COPZ1,TMBIM4,-0.20622
COPZ1,YEATS4,-0.11362
COX16,MCF2L2,0.14305
COX16,NT5DC3,0.13919
COX19,CRCP,0.10797
COX19,DENND4C,0.18645
COX19,FAM63A,-0.02143
COX19,FLJ38717,0.08065
COX19,HIST1H2BD,-0.14289
COX19,PHRF1,0.19621
COX19,STAG3L3,0.01339
COX19,VHL,0.13549
COX6A1,DDX19A,0.07019
COX6A1,EPSTI1,-0.13906
COX6A1,FAM177A1,-0.17022
COX6A1,FOXD4L4,0.07563
COX6A1,GLIPR1,0.07046
COX6A1,GTF2IRD2B,0.17811
COX6A1,HSBP1,0.09297
COX6A1,ITK,-0.08325
COX6A1,NBPF8,-0.14193
COX6A1,NLRP3,-0.20684
COX6A1,PRPF8,-0.13673
COX6A1,SLC3A2,0.16877
COX6A1,SSSCA1,0.19253
COX6A1,STK24,-0.19547
COX6A1,UBE2E2,0.15395
COX6A1,VHL,-0.13057
COX6A1,WDR74,0.16229
COX6A1,WNT5A,-0.11578
COX6A1,ZNF131,-0.10704
COX6A1,ZNF652,0.17275
CPPED1,DEM1,0.08055
CPPED1,HNRPR,0.17922
CPPED1,LGALS3,0.00033
CPPED1,NUP107,-0.12471
CPPED1,PHRF1,-0.1694
CPPED1,SLAMF7,-0.15143
CPPED1,STAG3L3,-0.11206
CRCP,DUSP19,-0.14346
CRCP,DUXAP3,0.37062
CREB1,DDX51,0.29335
CREB1,DUSP19,0.03035
CREB1,DUXAP3,-0.16569
CREB1,EID2B,0.34053
CREB1,KLHL28,0.36765
CRTC3,FCAR,0.05789
CRTC3,GIMAP1,0.13544
CRTC3,GLTSCR1,0.23026
CRTC3,ISG20L2,0.12383
CRTC3,PRPF8,0.13454
CRTC3,SLAMF6,-0.111
CRTC3,SLC3A2,0.09813
CRTC3,SPC24,-0.21337
CRTC3,STK24,0.0732
CRTC3,TLK1,0.2397
CYP27A1,DOPEY2,0.1271
CYP27A1,ENHO,-0.15061
CYP27A1,FCGR3A,-0.18393
CYP27A1,GIMAP1,-0.11037
CYP27A1,ICA1,-0.11979
CYP27A1,IL18,0.14211
CYP27A1,LOC100190938,0.09943
CYP27A1,NCAPD2,0.14639
CYP27A1,PGA3,-0.09226
CYP27A1,SLC3A2,0.15172
CYP27A1,SORL1,-0.2541
CYP27A1,TNFSF15,-0.07254
DAPP1,DENND4C,-0.17469
DAPP1,DUXAP3,0.16936
DAPP1,FDXACB1,0.09181
DAPP1,FKTN,0.29687
DCLRE1C,LOC284821,-0.18645
DCLRE1C,MBOAT2,0.12017
DCLRE1C,NOD1,0.17816
DCLRE1C,RINL,0.17772
DCLRE1C,SMC4,0.15078
DCLRE1C,STAG3L3,0.15446
DDX19A,DENND4C,0.14363
DDX19A,DOPEY2,0.12769
DDX19A,HSBP1,0.25669
DDX19A,KLHL8,0.16508
DDX19A,LOC401357,0.06551
DDX19A,POLR3A,0.26316
DDX19A,SNX17,0.10909
DDX19A,ZNF845,0.07631
DDX51,DEM1,0.29227
DEM1,DUXAP3,0.2947
DEM1,FKBP14,0.43143
DEM1,GIMAP1,0.13692
DENND4C,DOPEY2,0.12422
DENND4C,GLIPR1,0.16899
DENND4C,HIATL2,0.17133
DENND4C,KIR2DL3,-0.15444
DENND4C,NOD1,0.23595
DENND4C,SLC35E3,-0.09818
DENND4C,TRIM56,0.10807
DLEU2,HIST1H2BD,0.19532
DLEU2,SLC3A2,0.10141
DLEU2,SNORD3D,-0.04468
DOPEY2,DUXAP3,0.09753
DOPEY2,FAM153B,0.12417
DOPEY2,GTF2IRD2B,-0.16532
DOPEY2,LOC643882,0.2389
DOPEY2,SNORD3D,-0.07783
DOPEY2,THRA,0.12257
DOPEY2,UBE2E2,0.14801
DSN1,TMEM159,-0.18681
DSN1,ZNF777,-0.20846
DUSP19,EID2B,0.2288
DUSP19,EPSTI1,0.18808
DUSP19,FAM153B,-0.09031
DUSP19,FLJ44124,-0.09902
DUSP19,FLJ46309,0.19863
DUSP19,GCLM,0.18382
DUSP19,GNB4,0.25842
DUSP19,HNRPR,-0.12395
DUSP19,KIAA1751,0.22854
DUSP19,LGALS3,-0.14596
DUXAP3,EID2B,0.19281
DUXAP3,FAM115A,0.24643
EID2B,ENHO,0.0393
EID2B,FAM119A,0.45163
EID2B,NOD1,-0.16098
ENHO,GCLM,0.1406
ENHO,LOC100128460,0.20084
ENHO,SNORD3C,0.03819
EPSTI1,HCG2P7,-0.11685
EPSTI1,ICMT,-0.09797
EPSTI1,ISG20L2,-0.0819
EPSTI1,LOC644642,0.11815
EPSTI1,NOD1,0.13092
EPSTI1,PCYOX1,-0.16173
EPSTI1,PIGW,-0.07692
EPSTI1,PNPT1,0.26752
EPSTI1,PPA2,-0.22021
EPSTI1,PRPF8,-0.13851
EPSTI1,TRIM56,0.21654
EPSTI1,ZHX2,0.1595
EVI5L,IMPDH1,0.28418
EVI5L,MDM1,0.1628
EVI5L,MEFV,0.21292
EVI5L,SNORD3D,-0.0707
EVI5L,TAF13,-0.10504
EVI5L,TRIM56,-0.19943
EVI5L,ZNF777,0.06043
FAM102A,FGFBP2,0.35055
FAM102A,GIMAP1,0.11903
FAM102A,LEF1,0.33184
FAM102A,TMBIM4,-0.0757
FAM115A,FAM119A,0.1176
FAM115A,GABPB2,0.15109
FAM115A,GCLM,-0.0956
FAM115A,LOC100190938,0.2926
FAM119A,FAM175A,0.47709
FAM119A,FAM63A,0.09021
FAM153B,FAM40B,0.22393
FAM153B,IER3,-0.12609
FAM153B,PLA2G2D,0.27093
FAM175A,FAM73A,0.41612
FAM177A1,FARSLB,0.16065
FAM177A1,ITIH5,0.27164
FAM177A1,KIAA0101,0.29342
FAM40B,FAM73A,0.20184
FAM40B,FDXACB1,0.13513
FAM40B,ICA1,0.15919
FAM40B,LOC100130053,0.20538
FAM40B,ZNF786,0.10281
FAM63A,FKBP1P1,0.21679
FAM63A,FLJ38717,-0.12763
FAM63A,TBC1D9,0.08236
FAM73A,FARSLB,0.04602
FAM73A,FKBP14,0.15474
FAM73A,PRPF8,-0.11506
FARSLB,FKTN,0.18137
FARSLB,GABPB2,0.31784
FARSLB,GLTSCR1,0.17055
FCAR,FKBP14,0.13451
FCAR,FKBP1P1,0.12254
FCAR,MBTD1,0.39026
FCAR,SEMA3E,0.36761
FCF1,LOC100134229,-0.16283
FCF1,TAF13,0.13207
FCGR3A,FKBP14,0.11877
FCGR3A,GIMAP1,0.13931
FCGR3A,KCNMB4,0.18946
FCGR3A,LIN52,0.18171
FCGR3A,NCAPD2,0.20247
FDXACB1,FKBP14,-0.09754
FDXACB1,GGA1,-0.09268
FDXACB1,GSDM1,0.16014
FGFBP2,ITK,0.12766
FHIT,ITK,0.14578
FHIT,LGMN,0.11995
FKBP14,FLJ44124,0.08686
FKBP14,FLJ46309,0.08254
FKBP14,HNRNPU,0.32136
FKBP14,ZNF131,0.11208
FKBP1P1,FUT6,0.06505
FKBP1P1,GABPB2,-0.08258
FKBP1P1,HSPC268,0.23458
FKBP1P1,IL10,-0.08169
FKBP1P1,LOC643509,-0.15027
FKBP1P1,PHAX,0.15382
FKTN,FLJ44124,0.27296
FLJ38717,FOXD4L4,0.11848
FLJ38717,ICA1,0.1527
FLJ38717,LGALS3,-0.2169
FLJ38717,LMOD3,0.21899
FLJ38717,LOC100134868,0.22699
FLJ38717,MINK1,-0.1161
FLJ38717,NBPF8,-0.12458
FLJ38717,SNORD3C,0.04808
FLJ38717,TIPRL,-0.1497
FLJ40453,PPIL3,0.21516
FLJ40453,SMAP1,-0.12731
FLJ40453,TAF13,0.07083
FLJ40453,ZC3HAV1L,0.19133
FLJ40453,ZNF43,0.23969
FLJ40453,ZNF763,-0.21593
FLJ44124,FLJ46309,0.15762
FLJ44124,GABPB2,0.2119
FLJ44124,KIAA0101,-0.06435
FLJ44124,LOC202781,0.41657
FLJ44124,ZNF786,0.25229
FLJ46309,GGA1,0.26029
FLJ46309,GLTSCR1,-0.16323
FOXD4L4,FUT6,0.17037
FOXD4L4,PHF1,0.14282
FUT6,GCLM,0.1751
FUT6,GDPD1,0.11258
FUT6,GSDM1,-0.12505
FUT6,LIN52,0.20162
FUT6,LOC100132540,0.19486
FUT6,LOC646897,0.21269
FUT6,MBOAT2,0.03117
FUT6,RASSF6,0.29849
FUT6,ZNF845,-0.17871
GABPB2,GJC1,0.28697
GABPB2,GNB4,-0.17323
GABPB2,GTF2IRD2B,-0.08214
GALNT6,ISG20L2,0.01677
GALNT6,RELB,0.27124
GALNT6,SNORD3D,-0.10701
GALNT6,TBC1D15,0.20574
GALNT6,TNFSF14,0.22232
GCLM,LEMD3,0.18597
GCLM,OSCAR,-0.1268
GCLM,SLAMF6,-0.11416
GCLM,SLC3A2,0.10188
GCLM,TBC1D9,-0.14919
GDPD1,HNRNPU,0.07351
GDPD1,LOC100128126,0.19718
GDPD1,LOC100130276,0.23706
GDPD1,LOC440157,0.31213
GGA1,GIMAP1,-0.07759
GGA1,GJC1,0.06161
GGA1,GNB4,0.06624
GGA1,H6PD,-0.08761
GGA1,HCG2P7,0.08693
GGA1,ICA1,-0.08639
GGA1,KIAA0101,0.13862
GGA1,LOC440157,-0.05553
GGA1,LOC729439,0.11081
GGA1,RRP7B,0.57049
GIMAP1,GLTSCR1,0.09379
GIMAP1,IER3,-0.09728
GIMAP1,IL12RB1,0.10031
GIMAP1,IL32,0.1945
GIMAP1,LEF1,0.08318
GIMAP1,LOC401357,-0.15397
GIMAP1,YRDC,-0.11929
GIMAP1,ZYX,-0.12125
GJC1,GNB4,0.1552
GJC1,HIATL2,0.1542
GJC1,KLHL28,-0.11791
GJC1,LOC642947,0.4291
GLIPR1,IMPDH1,0.13569
GLIPR1,LOC401357,-0.1203
GLIPR1,NBPF8,-0.15003
GLIPR1,PDCD7,-0.11182
GLIPR1,SPC24,-0.15131
GLIPR1,SRGAP1,0.09096
GLTSCR1,GSTTP2,-0.12106
GLTSCR1,LOC728457,0.09521
GLTSCR1,PHRF1,0.21757
GLTSCR1,ZNF763,0.13759
GNB4,GSR,-0.15668
GNB4,NOD1,0.1864
GNB4,PLEKHB2,0.1405
GNB4,PRPF8,-0.15869
GSDM1,GSR,0.14667
GSDM1,HFE,0.06421
GSDM1,HNRPR,-0.07396
GSDM1,ITIH5,0.05009
GSDM1,KILLIN,0.28218
GSDM1,LOC641522,0.28957
GSDM1,PPID,0.52029
GSR,IL32,-0.15252
GSR,LOC100130835,0.15065
GSR,PHLDB3,-0.11336
GSR,PRPF8,0.09583
GSR,TTC21B,0.17564
GSTTP2,HNRNPU,0.23293
GSTTP2,ICA1,0.19566
GSTTP2,NCAPD2,-0.19238
GTF2IRD2B,JARID2,-0.28785
GTF2IRD2B,LOC284821,0.15312
GTF2IRD2B,MFSD11,0.17058
GTF2IRD2B,MT1G,-0.1154
GTF2IRD2B,PHF1,0.1332
GTF2IRD2B,SLAMF7,-0.178
GTF2IRD2B,TDRD1,0.13229
H6PD,KLHL28,0.06347
H6PD,LOC100134229,0.21202
HCG2P7,HIATL2,0.19443
HCG2P7,HSPC268,0.11261
HCG2P7,KIAA0101,0.26058
HCG2P7,LOC100130053,-0.13242
HCG2P7,LOC202781,-0.09764
HCG2P7,STAG3L3,-0.09235
HIATL2,HNRNPU,0.16572
HIATL2,HSD17B7,0.46507
HIST1H2BD,IL10,-0.18742
HIST1H2BD,KIR2DL3,0.25388
HIST1H2BD,LOC644642,0.07579
